car_id,brand,model,variant,body_type,year,price,fuel_type,mileage,transmission,seating_capacity,engine_cc,power_hp,torque_nm,safety_rating,safety_features,comfort_features,ground_clearance_mm,boot_space_liters,maintenance_cost_annual,warranty_years,colors_available,resale_value_3yr_percent,resale_value_5yr_percent,city_suitability_score,highway_suitability_score,mileage_score,performance_score,safety_score,comfort_score
76,Honda,Elevate,ZX,suv,2021,4863389,Petrol,18.7,DCT,7,1500,149,201,5,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",197,359,163448,3,5,60.9,51.9,6.7,9.9,6.2,7.5,10,12.0
77,Tata,Tigor,Alpha,sedan,2025,1752888,Petrol,12.5,Manual,5,1600,109,135,5,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Automatic Climate Control, Touchscreen Infotainment, Wireless Charging, Cruise Control, Sunroof",184,481,40754,5,7,63.9,47.6,8.0,8.0,4.2,5.5,10,10.0
78,Nissan,Magnite,Base,suv,2024,3280988,Petrol,23.8,Automatic,5,2200,133,198,5,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",217,347,80551,3,8,57.6,49.4,7.2,9.7,7.9,6.7,10,12.0
79,Tata,Tigor,Mid,sedan,2022,1699981,Petrol,17.3,Manual,5,1500,93,123,5,"6 Airbags, ABS, EBD, ESP, 360 Camera, Hill Hold Control, TPMS","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",187,435,51634,5,10,62.2,45.7,8.9,7.9,5.8,4.7,10,10.0
80,Renault,Duster,VX,suv,2022,3844790,Petrol,15.0,Manual,5,2000,190,239,5,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",200,322,103717,5,7,56.8,50.1,6.8,10.0,5.0,9.5,10,12.0
81,Honda,Jazz,Mid,hatchback,2025,769234,Petrol,17.3,Manual,5,800,94,120,4,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Power Windows, Central Locking, AC, Power Steering",163,400,19065,3,9,58.4,43.5,8.2,6.7,5.8,4.7,8,8.0
82,MG,Comet EV,Base,hatchback,2020,791858,Electric,492.9,Automatic,5,0,247,365,5,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Power Windows, Central Locking, AC, Power Steering",169,332,20357,3,10,63.6,48.0,9.4,7.9,10.0,10.0,10,8.0
83,Tata,Altroz,SX,hatchback,2024,844233,Petrol,21.0,Manual,5,1000,96,132,5,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",174,389,25737,3,8,59.1,52.1,8.7,7.5,7.0,4.8,10,10.0
84,Honda,Amaze,ZX,sedan,2023,1306614,Petrol,18.8,CVT,5,1600,120,176,5,"6 Airbags, ABS, EBD, ESP, 360 Camera, Hill Hold Control, TPMS","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",177,424,30961,3,7,69.0,40.1,7.8,7.9,6.3,6.0,10,10.0
85,Honda,Elevate,Base,suv,2021,1691741,Petrol,14.8,Manual,7,1600,151,212,5,"6 Airbags, ABS, EBD, ESP, 360 Camera, Hill Hold Control, TPMS","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",220,275,46270,3,6,62.2,46.8,8.0,8.7,4.9,7.5,10,10.0
86,Renault,Triber,LX,mpv,2020,1257726,Petrol,19.1,Automatic,8,2000,109,160,3,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",170,283,46648,4,10,58.1,48.7,6.2,9.0,6.4,5.5,6,10.0
87,Maruti Suzuki,Ertiga,Alpha,mpv,2025,3698129,Petrol,18.8,Automatic,8,2200,132,190,5,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",183,218,77312,4,5,63.1,40.9,7.8,10.0,6.3,6.6,10,12.0
88,MG,Comet EV,EX,hatchback,2020,948511,Electric,336.0,Automatic,5,0,175,262,4,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",162,388,21493,4,6,69.9,45.9,8.3,8.0,10.0,8.8,8,10.0
89,Maruti Suzuki,Baleno,SX,hatchback,2020,1149326,Petrol,18.5,Manual,5,800,89,116,4,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",173,254,28518,3,9,55.5,49.0,9.4,6.1,6.2,4.5,8,10.0
90,Maruti Suzuki,XL6,LX,mpv,2024,1140417,Petrol,21.1,Automatic,7,2000,129,186,5,"6 Airbags, ABS, EBD, ESP, 360 Camera, Hill Hold Control, TPMS","Automatic Climate Control, Touchscreen Infotainment, Wireless Charging, Cruise Control, Sunroof",172,277,42794,5,6,61.2,44.1,7.1,9.2,7.0,6.5,10,10.0
91,Renault,Triber,ZX,mpv,2025,2777929,Diesel,25.4,Manual,8,1600,138,181,5,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",180,261,102746,4,6,67.1,53.7,7.1,9.9,8.5,6.9,10,12.0
92,Honda,City,Mid,sedan,2021,1149388,Diesel,17.1,Manual,5,1500,104,145,4,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",190,550,39637,5,8,58.1,53.6,7.6,8.8,5.7,5.2,8,10.0
93,Renault,Duster,EX,suv,2020,4646146,Petrol,15.7,AMT,7,2200,112,161,5,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",200,252,127369,4,9,68.0,51.1,6.0,9.1,5.2,5.6,10,12.0
94,Honda,Amaze,ZX,sedan,2024,1449932,Petrol,18.8,Manual,5,1600,101,128,5,"6 Airbags, ABS, EBD, ESP, 360 Camera, Hill Hold Control, TPMS","Automatic Climate Control, Touchscreen Infotainment, Wireless Charging, Cruise Control, Sunroof",170,490,33907,5,8,57.8,53.3,9.0,8.9,6.3,5.0,10,10.0
95,Renault,Kwid,Base,hatchback,2020,642675,Petrol,16.9,Manual,5,800,73,98,4,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",160,251,19694,4,5,62.9,44.1,10.0,6.0,5.6,3.6,8,10.0
96,Hyundai,Grand i10 Nios,Top,hatchback,2020,864082,Petrol,19.4,DCT,5,1000,65,85,4,"Dual Airbags, ABS, EBD, Rear Parking Sensors","Power Windows, Central Locking, AC, Power Steering",169,270,28579,5,5,61.1,45.7,9.0,7.3,6.5,3.2,8,8.0
97,Tata,Altroz,EX,hatchback,2024,624992,Petrol,16.0,Manual,7,800,73,107,4,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",161,269,21055,4,9,64.9,42.7,9.7,6.0,5.3,3.6,8,10.0
98,Honda,Amaze,EX,sedan,2024,1756228,Petrol,18.5,Manual,5,1600,85,114,5,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",178,459,64582,4,9,69.3,46.0,8.5,7.1,6.2,4.2,10,10.0
99,Toyota,Innova Hycross,Top,mpv,2025,3112382,Hybrid,26.8,DCT,7,1600,191,233,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",177,382,111042,3,8,59.8,41.6,6.0,8.6,8.9,9.5,8,12.0
100,Toyota,Urban Cruiser,Top,suv,2020,6498264,Petrol,18.7,Automatic,7,1500,111,144,3,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",218,400,172129,4,7,61.2,51.7,7.4,9.1,6.2,5.6,6,12.0
101,Tata,Harrier,VX,suv,2023,5078954,Petrol,17.2,AMT,5,1500,146,186,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",220,326,161897,3,5,57.0,40.1,6.8,9.7,5.7,7.3,8,12.0
102,Kia,EV6,ZX,suv,2022,3352246,Electric,386.1,Automatic,5,0,162,223,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",210,280,78954,4,7,66.0,49.5,7.9,9.6,10.0,8.1,8,12.0
103,Toyota,Innova Hycross,EX,mpv,2023,2047527,Hybrid,23.7,Automatic,7,1500,193,258,5,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",179,274,74991,3,10,62.5,49.5,6.5,9.3,7.9,9.7,10,12.0
104,Kia,Carens,SX,mpv,2021,3509864,Diesel,23.0,Automatic,8,1500,146,205,5,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",184,363,134385,3,10,65.0,42.5,7.2,9.1,7.7,7.3,10,12.0
105,Kia,EV6,Mid,suv,2023,4621430,Electric,302.1,Automatic,5,0,210,299,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",216,256,133631,4,10,63.8,47.5,6.7,8.0,10.0,10.0,8,12.0
106,Hyundai,Tucson,Mid,suv,2025,4114528,CNG,24.2,Manual,7,2500,161,210,3,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",208,281,87818,3,5,55.3,45.1,6.2,9.6,8.1,8.1,6,12.0
107,Toyota,Innova Hycross,LX,mpv,2022,1731010,Hybrid,28.0,AMT,7,2200,103,146,5,"6 Airbags, ABS, EBD, ESP, 360 Camera, Hill Hold Control, TPMS","Automatic Climate Control, Touchscreen Infotainment, Wireless Charging, Cruise Control, Sunroof",177,201,59018,3,10,67.1,40.9,6.2,9.7,9.3,5.2,10,10.0
108,Tata,Harrier,LX,suv,2025,3661926,Petrol,22.4,AMT,7,2500,150,206,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",209,358,85874,5,7,68.8,48.9,7.3,8.6,7.5,7.5,8,12.0
109,Mahindra,XUV300,Top,suv,2021,2413468,Petrol,16.7,Manual,7,2200,123,165,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",191,342,56323,4,6,59.7,46.8,6.1,8.7,5.6,6.2,8,12.0
110,Maruti Suzuki,Ertiga,LX,mpv,2021,3148691,Diesel,20.9,AMT,8,2200,121,148,3,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",189,256,81367,4,9,59.3,51.7,7.1,9.5,7.0,6.0,6,12.0
111,MG,Comet EV,VX,hatchback,2023,1318265,Electric,455.0,Automatic,7,0,90,128,4,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Automatic Climate Control, Touchscreen Infotainment, Wireless Charging, Cruise Control, Sunroof",163,313,34214,3,7,60.2,52.3,8.9,8.0,10.0,4.5,8,10.0
112,Nissan,Magnite,Top,suv,2025,1557307,Petrol,21.8,DCT,7,2500,135,186,3,"6 Airbags, ABS, EBD, ESP, 360 Camera, Hill Hold Control, TPMS","Automatic Climate Control, Touchscreen Infotainment, Wireless Charging, Cruise Control, Sunroof",216,268,60809,5,5,57.0,51.3,6.8,8.1,7.3,6.8,6,10.0
113,Honda,Amaze,LX,sedan,2023,1231074,Petrol,15.9,AMT,5,1500,89,122,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, Hill Hold Control, TPMS","Automatic Climate Control, Touchscreen Infotainment, Wireless Charging, Cruise Control, Sunroof",179,419,40222,3,9,66.2,50.4,8.8,7.9,5.3,4.5,8,10.0
114,MG,ZS EV,Base,suv,2021,2073859,Electric,473.8,Automatic,7,0,242,338,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",184,336,57973,4,8,59.0,52.4,6.7,9.2,10.0,10.0,8,12.0
115,Toyota,Glanza,Mid,hatchback,2021,479632,Petrol,22.0,Manual,5,1000,89,106,5,"Dual Airbags, ABS, EBD","Power Windows, Central Locking",166,283,18054,4,7,56.4,45.4,8.2,7.3,7.3,4.5,10,4.0
116,Tata,Altroz,VX,hatchback,2023,1020097,Petrol,21.1,Manual,5,800,73,98,3,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Automatic Climate Control, Touchscreen Infotainment, Wireless Charging, Cruise Control, Sunroof",160,252,34593,3,10,57.0,41.1,8.8,7.5,7.0,3.6,6,10.0
117,Hyundai,i20,ZX,hatchback,2025,701496,CNG,24.6,Automatic,5,1200,96,115,4,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",166,288,26935,5,8,67.9,41.3,8.2,7.5,8.2,4.8,8,10.0
118,Toyota,Innova Hycross,Top,mpv,2023,1499373,Hybrid,22.5,DCT,7,1500,184,269,4,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Automatic Climate Control, Touchscreen Infotainment, Wireless Charging, Cruise Control, Sunroof",174,365,31623,3,8,56.7,47.5,7.2,9.1,7.5,9.2,8,10.0
119,Maruti Suzuki,Ertiga,Top,suv,2024,2794092,Diesel,20.4,Automatic,7,1500,175,213,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",182,215,108895,4,7,64.4,47.5,6.8,9.4,6.8,8.8,8,12.0
120,Hyundai,Verna,Mid,sedan,2020,1180056,Petrol,18.1,Manual,5,1600,100,131,4,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Automatic Climate Control, Touchscreen Infotainment, Wireless Charging, Cruise Control, Sunroof",187,511,40828,3,6,56.3,46.5,7.9,8.2,6.0,5.0,8,10.0
121,Honda,Amaze,Base,sedan,2025,943581,Petrol,20.4,AMT,5,1500,113,153,5,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Power Windows, Central Locking, AC, Power Steering",176,432,33021,4,5,66.6,40.4,8.6,7.5,6.8,5.6,10,8.0
122,Hyundai,Kona Electric,Mid,suv,2024,8025443,Electric,399.2,Automatic,5,0,94,126,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",203,240,201457,3,10,65.8,43.4,7.0,8.1,10.0,4.7,8,12.0
123,Maruti Suzuki,Dzire,SX,sedan,2025,1170369,Petrol,23.0,Manual,5,1600,106,134,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, Hill Hold Control, TPMS","Automatic Climate Control, Touchscreen Infotainment, Wireless Charging, Cruise Control, Sunroof",167,546,32133,5,5,57.7,52.1,9.0,8.9,7.7,5.3,8,10.0
124,Honda,Elevate,Mid,suv,2021,3736782,Petrol,14.4,Manual,7,2200,147,202,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",192,387,142030,3,5,69.0,40.4,7.1,9.3,4.8,7.3,8,12.0
125,Maruti Suzuki,Brezza,EX,suv,2023,1964983,Diesel,24.7,Automatic,5,1600,153,206,3,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Automatic Climate Control, Touchscreen Infotainment, Wireless Charging, Cruise Control, Sunroof",185,211,75505,5,10,68.4,46.9,7.5,9.2,8.2,7.7,6,10.0
126,Nissan,Magnite,Top,hatchback,2023,949403,Petrol,15.1,DCT,5,1000,88,112,3,"Dual Airbags, ABS, EBD, Rear Parking Sensors","Power Windows, Central Locking, AC, Power Steering",178,277,21939,3,8,59.7,41.8,8.7,7.5,5.0,4.4,6,8.0
127,MG,Hector,VX,suv,2022,3902328,Diesel,17.1,Manual,7,1600,141,175,5,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",202,301,118120,5,7,67.3,42.6,7.9,9.7,5.7,7.0,10,12.0
128,Hyundai,Aura,Base,sedan,2025,1066172,Petrol,21.4,Manual,5,1200,105,137,4,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Automatic Climate Control, Touchscreen Infotainment, Wireless Charging, Cruise Control, Sunroof",167,405,42586,3,8,67.1,41.4,8.7,8.6,7.1,5.2,8,10.0
129,Hyundai,i20,Base,hatchback,2024,814186,Petrol,18.9,Manual,5,1000,87,108,4,"Dual Airbags, ABS, EBD, Rear Parking Sensors","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",168,364,30669,3,9,64.3,49.7,9.0,7.8,6.3,4.3,8,10.0
130,MG,Comet EV,VX,hatchback,2022,1410525,Electric,376.6,Automatic,5,0,244,357,4,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Automatic Climate Control, Touchscreen Infotainment, Wireless Charging, Cruise Control, Sunroof",171,372,43571,4,9,62.5,45.8,8.4,6.6,10.0,10.0,8,10.0
131,Honda,Jazz,Alpha,hatchback,2021,869491,Petrol,19.0,Automatic,5,800,75,95,5,"Dual Airbags, ABS, EBD, Rear Parking Sensors","Power Windows, Central Locking, AC, Power Steering",178,349,23559,3,6,63.9,52.1,9.4,7.8,6.3,3.8,10,8.0
132,Maruti Suzuki,Grand Vitara,LX,suv,2020,5312006,Diesel,25.7,Manual,7,1600,162,196,3,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",218,256,108357,4,7,68.8,43.0,6.3,9.4,8.6,8.1,6,12.0
133,Toyota,Glanza,Top,hatchback,2025,671200,Petrol,23.0,DCT,7,800,83,117,4,"Dual Airbags, ABS, EBD, Rear Parking Sensors","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",169,332,15255,3,8,66.9,54.4,9.3,6.3,7.7,4.1,8,10.0
134,Renault,Kiger,Top,suv,2023,2847942,Petrol,15.5,Manual,5,2500,104,130,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",219,256,93392,3,6,60.0,41.2,6.7,8.6,5.2,5.2,8,12.0
135,Hyundai,Tucson,Base,suv,2022,2853002,Petrol,12.8,Manual,5,1500,149,198,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",190,305,85195,4,9,60.6,52.4,7.6,9.2,4.3,7.5,8,12.0
136,MG,Comet EV,VX,hatchback,2023,1132003,Electric,304.0,Automatic,5,0,98,127,5,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",177,273,30291,5,10,55.5,54.1,8.3,7.8,10.0,4.9,10,10.0
137,Tata,Tiago,ZX,hatchback,2020,1275336,Petrol,14.3,DCT,7,1200,78,100,3,"6 Airbags, ABS, EBD, ESP, 360 Camera, Hill Hold Control, TPMS","Automatic Climate Control, Touchscreen Infotainment, Wireless Charging, Cruise Control, Sunroof",164,263,34710,4,7,67.4,49.4,9.0,6.2,4.8,3.9,6,10.0
138,Honda,Jazz,Mid,hatchback,2023,1049783,Petrol,16.8,Manual,5,1200,94,123,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, Hill Hold Control, TPMS","Automatic Climate Control, Touchscreen Infotainment, Wireless Charging, Cruise Control, Sunroof",165,364,21932,4,7,58.4,44.0,8.1,7.5,5.6,4.7,8,10.0
139,Hyundai,Grand i10 Nios,ZX,hatchback,2020,830133,Diesel,27.6,Automatic,7,1000,93,123,4,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Power Windows, Central Locking, AC, Power Steering",175,326,17913,5,9,63.6,47.8,9.1,8.0,9.2,4.7,8,8.0
140,Tata,Altroz,Top,hatchback,2023,782713,CNG,31.7,Automatic,5,1000,65,97,4,"Dual Airbags, ABS, EBD, Rear Parking Sensors","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",170,267,17016,5,9,59.9,44.1,8.9,7.7,10.0,3.2,8,10.0
141,Tata,Tigor,Mid,sedan,2024,1379977,Petrol,13.2,Automatic,5,1500,106,135,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, Hill Hold Control, TPMS","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",170,470,38721,5,10,65.4,40.6,8.8,7.7,4.4,5.3,8,10.0
142,MG,Hector,Base,suv,2025,4824000,Petrol,15.7,Manual,5,1600,138,205,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",200,268,166794,5,5,57.8,43.2,7.6,9.5,5.2,6.9,8,12.0
143,Renault,Kiger,Alpha,suv,2020,6684263,Diesel,16.8,CVT,7,2500,172,207,3,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",192,214,167038,4,7,65.6,44.1,7.6,9.0,5.6,8.6,6,12.0
144,Hyundai,i10,ZX,hatchback,2021,1166925,Petrol,17.4,DCT,7,1000,70,101,4,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Automatic Climate Control, Touchscreen Infotainment, Wireless Charging, Cruise Control, Sunroof",160,348,24497,5,6,64.7,50.2,8.5,6.8,5.8,3.5,8,10.0
145,Maruti Suzuki,Celerio,Top,hatchback,2023,531536,Petrol,19.2,DCT,5,1200,79,111,5,"Dual Airbags, ABS, EBD","Power Windows, Central Locking",168,358,20150,4,7,58.3,44.5,9.0,7.2,6.4,4.0,10,4.0
146,Nissan,Magnite,Alpha,hatchback,2021,940150,Diesel,22.7,Automatic,5,1000,64,83,4,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",168,326,22344,5,5,67.1,52.0,9.2,7.3,7.6,3.2,8,10.0
147,Tata,Altroz,VX,hatchback,2025,968562,Petrol,17.0,Automatic,5,1200,96,138,4,"Dual Airbags, ABS, EBD, Rear Parking Sensors","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",171,379,25186,3,9,57.7,41.5,8.3,6.5,5.7,4.8,8,10.0
